Basic_Density	Proline_Density	Net_Charge_Density	Rare_Codon_Density	Hydrophobicity	Poly_Basic	Poly_Pro	Poly_Gly	DiPeptide_Slow	Group
0.08928571428571429	0.06785714285714285	0.03571428571428571	0.025	0.22285714285714286	0	0	1	1	UFM1_independent
0.08256880733944955	0.12844036697247707	0.01834862385321101	0.0	-0.04587155963302748	0	0	0	1	UFM1_independent
0.125	0.025	0.04722222222222222	0.005555555555555556	0.11138888888888891	0	0	0	1	UFM1_independent
0.10276679841897234	0.07905138339920949	0.0533596837944664	0.009881422924901186	0.07608695652173893	1	0	1	1	UFM1_independent
0.14084507042253522	0.1267605633802817	0.08450704225352113	0.08450704225352113	-0.5845070422535213	0	0	0	1	UFM1_independent
0.07482993197278912	0.16326530612244897	0.034013605442176874	0.030612244897959183	-0.011904761904761984	1	1	0	1	UFM1_independent
0.11558669001751314	0.04203152364273205	0.05779334500875657	0.0017513134851138354	0.2865148861646233	1	0	0	1	UFM1_independent
0.11661807580174927	0.031098153547133137	0.0641399416909621	0.0058309037900874635	0.37735665694849485	0	0	0	1	UFM1_independent
0.10476190476190476	0.11322751322751323	0.04973544973544974	0.021164021164021163	-0.09925925925925931	0	1	0	1	UFM1_independent
0.10718954248366012	0.044444444444444446	0.054901960784313725	0.00392156862745098	0.3800000000000009	0	0	0	1	UFM1_independent
0.10892586989409984	0.02118003025718608	0.07110438729198185	0.0015128593040847202	0.2580937972768532	0	0	0	1	UFM1_independent
0.13793103448275862	0.034482758620689655	0.10344827586206896	0.0	0.5586206896551724	0	0	1	0	UFM1_independent
0.11578947368421053	0.05263157894736842	0.07368421052631578	0.0	0.09263157894736838	0	0	0	1	UFM1_independent
0.09662576687116564	0.049079754601226995	0.05368098159509203	0.010736196319018405	0.13696319018404887	0	0	0	1	UFM1_independent
0.1055846422338569	0.02530541012216405	0.059336823734729496	0.007853403141361256	0.24214659685863904	1	1	0	1	UFM1_independent
0.11513157894736842	0.05263157894736842	0.05756578947368421	0.004934210526315789	0.1478618421052627	1	1	1	1	UFM1_independent
0.08227848101265822	0.07278481012658228	0.030063291139240507	0.011075949367088608	0.2875000000000001	0	0	0	1	UFM1_independent
0.11183144246353323	0.03565640194489465	0.04051863857374392	0.004862236628849271	-0.027552674230146148	0	0	0	1	UFM1_independent
0.10909090909090909	0.03636363636363636	0.07272727272727272	0.0	0.889090909090909	0	0	0	0	UFM1_independent
0.10619469026548672	0.04424778761061947	0.02654867256637168	0.0	0.2982300884955748	0	0	0	1	UFM1_independent
0.08247422680412371	0.11168384879725086	0.03951890034364261	0.018900343642611683	0.1510309278350514	0	0	0	1	UFM1_independent
